image 1/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\00c9sdfq.jpg: 640x480 1 potholes, 88.8ms
image 216/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2velblzo.jpg: 640x512 (no detections), 19.9ms
image 217/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2vn6tz1u.jpg: 640x544 1 potholes, 21.9ms
image 218/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2wbkc6mt.jpg: 384x640 10 potholess, 17.0ms
image 219/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2wcliir8.jpg: 384x640 6 potholess, 17.0ms
image 220/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2wkf0x6n.jpg: 640x480 2 potholess, 19.9ms
image 221/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2wkjp10i.jpg: 352x640 (no detections), 16.0ms
image 222/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2wsxvxhj.jpg: 640x640 (no detections), 24.9ms
image 223/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2xcgrfro.jpg: 480x640 3 potholess, 22.9ms
image 224/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2xow1l7e.jpg: 384x640 1 potholes, 16.0ms
image 225/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2xry06k5.jpg: 640x640 1 potholes, 24.9ms
image 226/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2xyqsgjg.jpg: 448x640 1 potholes, 26.9ms
image 227/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2z6sx3ql.jpg: 640x640 3 potholess, 24.9ms
image 228/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2zn7sg9s.jpg: 384x640 6 potholess, 18.0ms
image 229/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2zr1kafv.jpg: 640x640 (no detections), 23.9ms
image 230/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\2zwhhxy4.jpg: 640x640 (no detections), 25.9ms
image 231/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3aqa4y00.jpg: 352x640 2 potholess, 18.0ms
image 232/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3avrtdnr.jpg: 640x640 2 potholess, 24.9ms
image 233/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3b29kt7q.jpg: 352x640 (no detections), 16.0ms
image 234/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3bgyp5u1.jpg: 384x640 (no detections), 17.0ms
image 235/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3bypnwh6.jpg: 448x640 5 potholess, 20.9ms
image 236/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3cc6kd7a.jpg: 640x640 1 potholes, 23.9ms
image 237/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3cv3hgaz.jpg: 640x384 1 potholes, 17.0ms
image 238/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3d46dvvw.jpg: 384x640 2 potholess, 17.0ms
image 239/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3dfahvdc.jpg: 480x640 (no detections), 22.9ms
image 240/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3dgsfanf.jpg: 640x640 (no detections), 24.9ms
image 241/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3dhp094p.jpg: 640x480 2 potholess, 20.9ms
image 242/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3dsrl4c9.jpg: 448x640 (no detections), 20.9ms
image 243/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3ehr4ppg.jpg: 640x640 (no detections), 23.9ms
image 244/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3f6kdqpf.jpg: 384x640 1 potholes, 17.0ms
image 245/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3f845o7q.jpg: 480x640 1 potholes, 21.9ms
image 246/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3fju5yk5.jpg: 416x640 1 potholes, 20.9ms
image 247/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3fn0hxst.jpg: 480x640 (no detections), 21.9ms
image 248/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3fou7z5y.jpg: 480x640 1 potholes, 20.9ms
image 249/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3fwghg9b.jpg: 384x640 2 potholess, 17.0ms
image 250/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3fzhm8sj.jpg: 512x640 1 potholes, 19.9ms
image 251/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3g5ntd29.jpg: 384x640 2 potholess, 16.0ms
image 252/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3ggt5bho.jpg: 480x640 (no detections), 21.9ms
image 253/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3hhdmmyi.jpg: 640x512 5 potholess, 20.9ms
image 254/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3hjnrdby.jpg: 448x640 3 potholess, 20.9ms
image 255/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3i6e5q30.jpg: 640x640 2 potholess, 24.9ms
image 256/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3ibtzemi.jpg: 384x640 1 potholes, 17.0ms
image 257/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3inaj8fa.jpg: 384x640 2 potholess, 15.0ms
image 258/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3ipyd93v.jpg: 448x640 1 potholes, 20.9ms
image 259/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3izc6idj.jpg: 640x640 (no detections), 22.9ms
image 260/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3j7epzfy.jpg: 448x640 1 potholes, 21.9ms
image 261/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3je539xt.jpg: 640x480 4 potholess, 18.9ms
image 262/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3jt48285.jpg: 384x640 1 potholes, 16.3ms
image 263/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3k3w3vmb.jpg: 448x640 4 potholess, 21.9ms
image 264/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3kasaxb3.jpg: 384x640 19 potholess, 18.0ms
image 265/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3kzsu266.jpg: 448x640 8 potholess, 20.9ms
image 266/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3lb1pfdu.jpg: 384x640 2 potholess, 16.0ms
image 267/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3lgb56mh.jpg: 480x640 8 potholess, 21.9ms
image 268/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3lll4s1s.jpg: 384x640 1 potholes, 17.0ms
image 269/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3lsj71vg.jpg: 640x512 3 potholess, 20.9ms
image 270/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3m3ubot4.jpg: 480x640 3 potholess, 22.9ms
image 271/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3mszecxg.jpg: 448x640 2 potholess, 20.9ms
image 272/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3n720haj.jpg: 640x640 (no detections), 24.9ms
image 273/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3o563sni.jpg: 640x640 3 potholess, 22.9ms
image 274/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3pey5dpq.jpg: 384x640 (no detections), 17.0ms
image 275/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3phm2w7s.jpg: 640x480 2 potholess, 20.9ms
image 276/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3pmib70k.jpg: 384x640 6 potholess, 17.0ms
image 277/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3puacusz.jpg: 384x640 2 potholess, 15.0ms
image 278/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3qm3y21j.jpg: 448x640 (no detections), 20.9ms
image 279/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3qpo06rm.jpg: 640x640 (no detections), 23.9ms
image 280/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3rptlwkm.jpg: 640x480 1 potholes, 19.9ms
image 281/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3s7ravyc.jpg: 640x640 1 potholes, 23.9ms
image 282/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3s8yp1r2.jpg: 448x640 5 potholess, 21.9ms
image 283/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3sgsvelt.jpg: 384x640 4 potholess, 17.0ms
image 284/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3stkn066.jpg: 448x640 (no detections), 21.9ms
image 285/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3su6j3ah.jpg: 448x640 2 potholess, 20.9ms
image 286/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3sv0ombz.jpg: 384x640 1 potholes, 17.0ms
image 287/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3sz9erhb.jpg: 384x640 2 potholess, 16.0ms
image 288/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3t5n2of3.jpg: 480x640 2 potholess, 21.9ms
image 289/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3t5rmtr9.jpg: 448x640 3 potholess, 21.9ms
image 290/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3uevfrx8.jpg: 384x640 3 potholess, 16.0ms
image 291/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3ufkm82o.jpg: 640x640 2 potholess, 24.9ms
image 292/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3urrzlud.jpg: 384x640 1 potholes, 17.0ms
image 293/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3uzdp9w2.jpg: 448x640 2 potholess, 21.9ms
image 294/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3v3k2igt.jpg: 448x640 (no detections), 19.9ms
image 295/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3v6viw36.jpg: 640x512 4 potholess, 21.9ms
image 296/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3v87qllg.jpg: 640x512 3 potholess, 20.9ms
image 297/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3vj4gaa9.jpg: 384x640 1 potholes, 17.0ms
image 298/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3w4jpkrl.jpg: 448x640 1 potholes, 20.9ms
image 299/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3wktdntu.jpg: 384x640 (no detections), 17.0ms
image 300/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3wsots2s.jpg: 416x640 3 potholess, 20.9ms
image 301/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3wxnm1br.jpg: 640x480 1 potholes, 19.9ms
image 302/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3x1qi0rt.jpg: 448x640 4 potholess, 20.9ms
image 303/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3xe2isd9.jpg: 384x640 1 potholes, 18.0ms
image 304/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3xg3d2q6.jpg: 448x640 (no detections), 22.9ms
image 305/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3xvp6x9e.jpg: 640x480 1 potholes, 18.9ms
image 306/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3y3qmqou.jpg: 416x640 1 potholes, 19.9ms
image 307/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3ycn7wrz.jpg: 640x640 5 potholess, 24.9ms
image 308/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3z7k710p.jpg: 384x640 3 potholess, 16.0ms
image 309/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3zaztb44.jpg: 480x640 2 potholess, 21.9ms
image 310/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3zgatlpq.jpg: 384x640 6 potholess, 17.0ms
image 311/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\3zvlsdpe.jpg: 384x640 1 potholes, 16.0ms
image 312/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4a57rot8.jpg: 480x640 2 potholess, 20.9ms
image 313/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4adex7fz.jpg: 352x640 23 potholess, 17.0ms
image 314/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4alknn5d.jpg: 640x640 1 potholes, 23.9ms
image 315/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4am82s4z.jpg: 384x640 (no detections), 18.0ms
image 316/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4aogeho5.jpg: 384x640 (no detections), 16.0ms
image 317/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4b7hfikh.jpg: 640x480 2 potholess, 19.9ms
image 318/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4bb65u9s.jpg: 384x640 (no detections), 17.0ms
image 319/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4bce1sjm.jpg: 448x640 1 potholes, 20.9ms
image 320/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4bwiar17.jpg: 448x640 2 potholess, 20.9ms
image 321/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4c5plxyk.jpg: 448x640 1 potholes, 20.9ms
image 322/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4cbo3y8b.jpg: 448x640 3 potholess, 19.9ms
image 323/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4dppsfet.jpg: 256x640 (no detections), 13.0ms
image 324/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4dyykkrv.jpg: 448x640 1 potholes, 20.9ms
image 325/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4e3b2doh.jpg: 448x640 4 potholess, 21.9ms
image 326/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4f81ml23.jpg: 640x480 2 potholess, 19.9ms
image 327/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4fykmtvl.jpg: 640x480 1 potholes, 19.9ms
image 328/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4g710ow5.jpg: 448x640 (no detections), 20.9ms
image 329/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4gbt7v1m.jpg: 448x640 (no detections), 19.9ms
image 330/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4gi34es2.jpg: 448x640 3 potholess, 20.9ms
image 331/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4gih3w9b.jpg: 480x640 10 potholess, 21.9ms
image 332/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4gvjaqx5.jpg: 640x640 2 potholess, 23.9ms
image 333/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4hythccd.jpg: 448x640 2 potholess, 21.9ms
image 334/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4jhx8375.jpg: 448x640 2 potholess, 19.9ms
image 335/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4jlg8f58.jpg: 416x640 2 potholess, 20.9ms
image 336/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4jmu3qo9.jpg: 640x512 6 potholess, 20.9ms
image 337/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4ktvd1cn.jpg: 640x640 (no detections), 24.9ms
image 338/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4le81fef.jpg: 480x640 2 potholess, 22.9ms
image 339/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4led3l4w.jpg: 480x640 (no detections), 20.9ms
image 340/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4m7ghyzr.jpg: 640x640 2 potholess, 24.9ms
image 341/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4miu5ode.jpg: 640x384 1 potholes, 17.0ms
image 342/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4mk0vdrc.jpg: 384x640 4 potholess, 17.0ms
image 343/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4msrl8s7.jpg: 640x640 1 potholes, 22.9ms
image 344/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4n8gb4xy.jpg: 480x640 1 potholes, 21.9ms
image 345/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4nrd7pix.jpg: 384x640 9 potholess, 17.0ms
image 346/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4nv5mxag.jpg: 640x480 1 potholes, 18.9ms
image 347/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4oaztjhu.jpg: 640x640 1 potholes, 23.9ms
image 348/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4ohl8trj.jpg: 448x640 1 potholes, 21.9ms
image 349/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4op657vl.jpg: 448x640 5 potholess, 19.9ms
image 350/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4py5myq5.jpg: 448x640 2 potholess, 19.9ms
image 351/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4q3fmkor.jpg: 480x640 (no detections), 21.9ms
image 352/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4qdr37y0.jpg: 480x640 (no detections), 19.9ms
image 353/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4qsljhic.jpg: 480x640 (no detections), 20.9ms
image 354/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4qtu1nes.jpg: 640x640 1 potholes, 23.9ms
image 355/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4qxgt6f5.jpg: 480x640 4 potholess, 22.9ms
image 356/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4rig923h.jpg: 384x640 2 potholess, 17.9ms
image 357/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4rr6oafi.jpg: 384x640 3 potholess, 16.0ms
image 358/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4rv2w5ba.jpg: 384x640 (no detections), 16.0ms
image 359/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4ry9qdvq.jpg: 320x640 3 potholess, 16.0ms
image 360/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4s0f6cnl.jpg: 640x640 1 potholes, 23.9ms
image 361/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4s3dfiai.jpg: 352x640 2 potholess, 16.0ms
image 362/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4sexgbot.jpg: 448x640 (no detections), 21.9ms
image 363/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4swqot39.jpg: 640x640 4 potholess, 24.9ms
image 364/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4syh58ce.jpg: 384x640 1 potholes, 18.0ms
image 365/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4tbhdue3.jpg: 640x640 2 potholess, 24.9ms
image 366/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4tfi05ph.jpg: 448x640 5 potholess, 20.9ms
image 367/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4thzrcup.jpg: 480x640 4 potholess, 21.9ms
image 368/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4udsus8z.jpg: 640x640 (no detections), 23.9ms
image 369/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4ul4jjx8.jpg: 640x384 2 potholess, 16.0ms
image 370/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4v38rrq1.jpg: 640x640 (no detections), 23.9ms
image 371/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4v4d6qir.jpg: 640x640 (no detections), 23.9ms
image 372/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4v6aopf5.jpg: 416x640 5 potholess, 20.9ms
image 373/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4v6rzifk.jpg: 640x640 (no detections), 23.9ms
image 374/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4vg8m40a.jpg: 384x640 3 potholess, 17.0ms
image 375/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4vq8lzw4.jpg: 640x640 1 potholes, 23.9ms
image 376/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4vuavkk8.jpg: 480x640 2 potholess, 21.9ms
image 377/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4vuvdj9e.jpg: 288x640 3 potholess, 15.0ms
image 378/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\4w7le8xs.jpg: 448x640 2 potholess, 20.9ms
